sale_id,date,month,month_name,day_of_week,is_weekend,is_festival_month,festival_name,temperature_celsius,locality,store_type,brand,chocolate_type,unit_price_inr,discount_percent,price_after_discount,quantity_sold,total_revenue_inr,customer_segment,purchase_occasion,payment_mode,customer_satisfaction
SAL00979,2024-08-24,8,August,Saturday,1,1,Friendship Day,28.8,Navalagund Circle,Petrol Bunk Shop,5 Star,Caramel,10,0,10.0,10,100.0,Tourist,Office Treat,UPI,4
SAL00980,2024-01-03,1,January,Wednesday,0,1,Sankranti,25.2,Kudligi Road,Supermarket,KitKat,Wafer,50,10,45.0,5,225.0,Business Owner,Festival,UPI,2
SAL00981,2024-11-21,11,November,Thursday,0,1,Diwali,27.2,Kudligi Road,Bakery,Dairy Milk,Milk,20,0,20.0,11,220.0,Homemaker,Festival,Cash,5
SAL00982,2024-05-10,5,May,Friday,0,0,None,40.2,Kuvempu Nagar,Petrol Bunk Shop,Munch,Wafer,5,0,5.0,8,40.0,Tourist,Gifting,Card,4
SAL00983,2024-03-05,3,March,Tuesday,0,0,None,34.2,Shivaji Nagar,Petrol Bunk Shop,Bournville,Dark,100,20,80.0,6,480.0,Tourist,Self Reward,Cash,4
SAL00984,2024-08-30,8,August,Friday,0,1,Friendship Day,28.8,Gandhi Nagar,Supermarket,Munch,Wafer,5,0,5.0,14,70.0,Tourist,Gifting,Cash,5
SAL00985,2024-01-27,1,January,Saturday,1,1,Sankranti,24.5,Bellary Fort Area,Sweet Shop,Temptation,Milk,120,5,114.0,9,1026.0,Homemaker,Self Reward,UPI,4
SAL00986,2024-06-30,6,June,Sunday,1,0,None,34.2,Jaganatha Pura,Bakery,Éclairs,Toffee,1,20,0.8,12,9.6,Tourist,Gifting,UPI,4
SAL00987,2024-09-07,9,September,Saturday,1,1,Ganesh Chaturthi,30.8,Hospet Road,Petrol Bunk Shop,KitKat,Wafer,50,20,40.0,8,320.0,Business Owner,Office Treat,UPI,5
SAL00988,2024-06-26,6,June,Wednesday,0,0,None,35.9,Kudligi Road,Medical + General,Éclairs,Toffee,1,0,1.0,1,1.0,Business Owner,Festival,UPI,4
SAL00989,2024-04-09,4,April,Tuesday,0,1,Ugadi,35.0,Hospet Road,Bakery,KitKat,Wafer,20,0,20.0,8,160.0,Homemaker,Self Reward,Card,4
SAL00990,2024-07-22,7,July,Monday,0,0,None,29.2,Vijayanagar Colony,Petrol Bunk Shop,Perk,Wafer,10,10,9.0,5,45.0,Student,Self Reward,UPI,4
SAL00991,2024-08-30,8,August,Friday,0,1,Friendship Day,31.0,Kuvempu Nagar,Medical + General,KitKat,Wafer,10,15,8.5,12,102.0,Homemaker,Regular Purchase,UPI,5
SAL00992,2024-03-08,3,March,Friday,0,0,None,31.3,Cantonment,Kirana Store,Temptation,Milk,80,20,64.0,6,384.0,Homemaker,Regular Purchase,UPI,4
SAL00993,2024-01-09,1,January,Tuesday,0,1,Sankranti,25.3,Kuvempu Nagar,Bakery,5 Star,Caramel,40,5,38.0,10,380.0,Homemaker,Self Reward,Cash,2
SAL00994,2024-09-13,9,September,Friday,0,1,Ganesh Chaturthi,28.6,Hospet Road,Kirana Store,5 Star,Caramel,20,0,20.0,10,200.0,Student,Festival,Cash,3
SAL00995,2024-10-14,10,October,Monday,0,1,Dasara,28.4,Navalagund Circle,Sweet Shop,Amul Dark,Dark,55,0,55.0,2,110.0,Tourist,Birthday,Cash,3
SAL00996,2024-10-29,10,October,Tuesday,0,1,Dasara,29.5,Gandhi Nagar,Supermarket,Dairy Milk,Milk,20,0,20.0,8,160.0,Homemaker,Birthday,UPI,5
SAL00997,2024-03-08,3,March,Friday,0,0,None,32.2,Ballari Camp,Petrol Bunk Shop,Perk,Wafer,5,0,5.0,15,75.0,Homemaker,Gifting,UPI,3
SAL00998,2024-04-12,4,April,Friday,0,1,Ugadi,35.7,Hospet Road,Bakery,Temptation,Milk,120,0,120.0,10,1200.0,Student,Birthday,Cash,4
SAL00999,2024-11-19,11,November,Tuesday,0,1,Diwali,27.7,Santhepet,Kirana Store,Amul Dark,Dark,99,0,99.0,10,990.0,Working Professional,Self Reward,Card,3
SAL01000,2024-12-24,12,December,Tuesday,0,1,Christmas,26.9,Jaganatha Pura,Petrol Bunk Shop,Perk,Wafer,5,0,5.0,17,85.0,Tourist,Gifting,Cash,4
SAL01001,2024-11-19,11,November,Tuesday,0,1,Diwali,25.7,Santhepet,Sweet Shop,Amul Dark,Dark,99,0,99.0,10,990.0,Homemaker,Self Reward,Cash,4
SAL01002,2024-01-05,1,January,Friday,0,1,Sankranti,24.6,Bellary Fort Area,Bakery,Milkybar,White,40,10,36.0,14,504.0,Student,Gifting,UPI,5
SAL01003,2024-08-12,8,August,Monday,0,1,Friendship Day,31.2,Bellary Fort Area,Medical + General,Amul Dark,Dark,99,10,89.1,7,623.7,Business Owner,Birthday,Card,4
SAL01004,2024-07-24,7,July,Wednesday,0,0,None,30.2,Kudligi Road,Medical + General,KitKat,Wafer,20,10,18.0,7,126.0,Business Owner,Festival,Cash,3
SAL01005,2024-03-26,3,March,Tuesday,0,0,None,34.7,Shivaji Nagar,Petrol Bunk Shop,Éclairs,Toffee,1,0,1.0,9,9.0,Tourist,Gifting,Card,5
SAL01006,2024-03-13,3,March,Wednesday,0,0,None,34.2,Bellary Fort Area,Sweet Shop,5 Star,Caramel,20,0,20.0,2,40.0,Student,Office Treat,Card,3
SAL01007,2024-04-04,4,April,Thursday,0,1,Ugadi,35.9,Kudligi Road,Sweet Shop,KitKat,Wafer,50,5,47.5,20,950.0,Working Professional,Gifting,UPI,4
SAL01008,2024-08-29,8,August,Thursday,0,1,Friendship Day,30.2,Ballari Camp,Petrol Bunk Shop,Munch,Wafer,10,5,9.5,9,85.5,Business Owner,Birthday,UPI,3
SAL01009,2024-03-09,3,March,Saturday,1,0,None,32.6,Navalagund Circle,Bakery,Bournville,Dark,180,15,153.0,5,765.0,Business Owner,Self Reward,Cash,1
SAL01010,2024-11-07,11,November,Thursday,0,1,Diwali,25.7,Kudligi Road,Bakery,Milkybar,White,20,0,20.0,13,260.0,Tourist,Regular Purchase,UPI,3
SAL01011,2024-04-06,4,April,Saturday,1,1,Ugadi,35.2,Hospet Road,Sweet Shop,KitKat,Wafer,20,0,20.0,9,180.0,Business Owner,Office Treat,UPI,4
SAL01012,2024-09-03,9,September,Tuesday,0,1,Ganesh Chaturthi,28.1,Ballari Camp,Supermarket,5 Star,Caramel,20,0,20.0,11,220.0,Tourist,Regular Purchase,Cash,4
SAL01013,2024-07-26,7,July,Friday,0,0,None,32.2,Gandhi Nagar,Supermarket,Milkybar,White,10,0,10.0,6,60.0,Tourist,Self Reward,UPI,4
SAL01014,2024-12-09,12,December,Monday,0,1,Christmas,24.6,Gandhi Nagar,Bakery,Bournville,Dark,100,20,80.0,11,880.0,Student,Self Reward,UPI,4
SAL01015,2024-09-30,9,September,Monday,0,1,Ganesh Chaturthi,31.9,Cantonment,Supermarket,Bournville,Dark,180,0,180.0,3,540.0,Business Owner,Office Treat,Cash,3
SAL01016,2024-09-20,9,September,Friday,0,1,Ganesh Chaturthi,31.3,Vijayanagar Colony,Sweet Shop,Bournville,Dark,50,5,47.5,5,237.5,Business Owner,Festival,Card,2
SAL01017,2024-11-02,11,November,Saturday,1,1,Diwali,27.7,Hospet Road,Sweet Shop,Milkybar,White,40,0,40.0,11,440.0,Homemaker,Regular Purchase,UPI,1
SAL01018,2024-06-15,6,June,Saturday,1,0,None,34.2,Gandhi Nagar,Medical + General,KitKat,Wafer,20,0,20.0,5,100.0,Student,Self Reward,Cash,2
SAL01019,2024-03-15,3,March,Friday,0,0,None,33.5,Ballari Camp,Bakery,Milkybar,White,20,0,20.0,14,280.0,Tourist,Gifting,Card,4
SAL01020,2024-03-16,3,March,Saturday,1,0,None,33.4,Vijayanagar Colony,Petrol Bunk Shop,KitKat,Wafer,20,5,19.0,4,76.0,Tourist,Office Treat,UPI,1
SAL01021,2024-05-11,5,May,Saturday,1,0,None,40.9,Vijayanagar Colony,Kirana Store,Bournville,Dark,50,15,42.5,3,127.5,Working Professional,Self Reward,Cash,4
SAL01022,2024-08-30,8,August,Friday,0,1,Friendship Day,28.9,Ballari Camp,Bakery,5 Star,Caramel,20,0,20.0,9,180.0,Tourist,Office Treat,Card,3
SAL01023,2024-07-27,7,July,Saturday,1,0,None,29.8,Ballari Camp,Petrol Bunk Shop,5 Star,Caramel,20,0,20.0,9,180.0,Homemaker,Birthday,UPI,3
SAL01024,2024-12-29,12,December,Sunday,1,1,Christmas,24.3,Cantonment,Medical + General,Perk,Wafer,20,10,18.0,14,252.0,Tourist,Birthday,UPI,4
SAL01025,2024-10-12,10,October,Saturday,1,1,Dasara,27.1,Navalagund Circle,Bakery,Milkybar,White,20,15,17.0,10,170.0,Working Professional,Birthday,UPI,3
SAL01026,2024-01-17,1,January,Wednesday,0,1,Sankranti,26.6,Shivaji Nagar,Kirana Store,Temptation,Milk,120,20,96.0,17,1632.0,Student,Gifting,Card,4
SAL01027,2024-08-27,8,August,Tuesday,0,1,Friendship Day,28.1,Shivaji Nagar,Medical + General,5 Star,Caramel,40,20,32.0,8,256.0,Homemaker,Self Reward,Card,4
SAL01028,2024-09-08,9,September,Sunday,1,1,Ganesh Chaturthi,32.0,Ballari Camp,Medical + General,5 Star,Caramel,20,0,20.0,7,140.0,Tourist,Regular Purchase,Cash,3
SAL01029,2024-03-22,3,March,Friday,0,0,None,34.1,Vijayanagar Colony,Sweet Shop,Éclairs,Toffee,5,20,4.0,12,48.0,Homemaker,Gifting,Card,4
SAL01030,2024-12-06,12,December,Friday,0,1,Christmas,26.5,Kuvempu Nagar,Petrol Bunk Shop,Milkybar,White,40,5,38.0,9,342.0,Tourist,Self Reward,UPI,3
SAL01031,2024-08-18,8,August,Sunday,1,1,Friendship Day,28.6,Santhepet,Sweet Shop,Perk,Wafer,5,5,4.75,11,52.25,Tourist,Festival,Cash,4
SAL01032,2024-08-02,8,August,Friday,0,1,Friendship Day,29.6,Kuvempu Nagar,Kirana Store,Amul Dark,Dark,55,10,49.5,10,495.0,Working Professional,Self Reward,Cash,5
SAL01033,2024-01-12,1,January,Friday,0,1,Sankranti,25.3,Kudligi Road,Supermarket,Amul Dark,Dark,99,10,89.1,10,891.0,Student,Festival,Cash,5
SAL01034,2024-03-23,3,March,Saturday,1,0,None,32.8,Vijayanagar Colony,Supermarket,5 Star,Caramel,20,0,20.0,3,60.0,Working Professional,Festival,UPI,4
SAL01035,2024-08-23,8,August,Friday,0,1,Friendship Day,29.0,Shivaji Nagar,Sweet Shop,Munch,Wafer,5,20,4.0,10,40.0,Business Owner,Self Reward,UPI,3
SAL01036,2024-02-05,2,February,Monday,0,0,None,27.0,Gandhi Nagar,Petrol Bunk Shop,Bournville,Dark,180,0,180.0,3,540.0,Business Owner,Birthday,Cash,2
SAL01037,2024-11-06,11,November,Wednesday,0,1,Diwali,27.6,Jaganatha Pura,Petrol Bunk Shop,Dairy Milk,Milk,80,20,64.0,7,448.0,Business Owner,Office Treat,Cash,4
SAL01038,2024-09-18,9,September,Wednesday,0,1,Ganesh Chaturthi,30.5,Bellary Fort Area,Sweet Shop,KitKat,Wafer,10,15,8.5,12,102.0,Working Professional,Festival,UPI,4
SAL01039,2024-12-02,12,December,Monday,0,1,Christmas,24.4,Kudligi Road,Sweet Shop,Munch,Wafer,10,20,8.0,10,80.0,Student,Festival,UPI,5
SAL01040,2024-06-24,6,June,Monday,0,0,None,34.2,Bellary Fort Area,Bakery,Temptation,Milk,120,20,96.0,4,384.0,Tourist,Festival,UPI,3
SAL01041,2024-05-27,5,May,Monday,0,0,None,38.1,Navalagund Circle,Medical + General,Milkybar,White,40,5,38.0,2,76.0,Homemaker,Festival,UPI,4
SAL01042,2024-03-20,3,March,Wednesday,0,0,None,34.0,Vijayanagar Colony,Supermarket,5 Star,Caramel,40,0,40.0,3,120.0,Homemaker,Birthday,UPI,4
SAL01043,2024-03-16,3,March,Saturday,1,0,None,33.3,Hospet Road,Bakery,Éclairs,Toffee,10,0,10.0,7,70.0,Tourist,Birthday,UPI,4
SAL01044,2024-09-13,9,September,Friday,0,1,Ganesh Chaturthi,29.3,Navalagund Circle,Sweet Shop,Temptation,Milk,80,0,80.0,9,720.0,Tourist,Birthday,Cash,4
SAL01045,2024-06-07,6,June,Friday,0,0,None,33.8,Santhepet,Bakery,Amul Dark,Dark,55,10,49.5,6,297.0,Working Professional,Festival,Cash,5
SAL01046,2024-09-25,9,September,Wednesday,0,1,Ganesh Chaturthi,31.6,Vijayanagar Colony,Supermarket,Milkybar,White,40,0,40.0,4,160.0,Student,Birthday,Cash,5
SAL01047,2024-10-02,10,October,Wednesday,0,1,Dasara,30.5,Gandhi Nagar,Sweet Shop,Amul Dark,Dark,55,0,55.0,9,495.0,Working Professional,Festival,UPI,3
SAL01048,2024-11-07,11,November,Thursday,0,1,Diwali,26.1,Hospet Road,Kirana Store,Munch,Wafer,20,0,20.0,12,240.0,Student,Gifting,UPI,4
SAL01049,2024-10-24,10,October,Thursday,0,1,Dasara,28.9,Cantonment,Medical + General,Dairy Milk,Milk,40,5,38.0,15,570.0,Student,Gifting,UPI,2
SAL01050,2024-10-28,10,October,Monday,0,1,Dasara,27.9,Bellary Fort Area,Bakery,Amul Dark,Dark,55,20,44.0,10,440.0,Tourist,Birthday,UPI,4
SAL01051,2024-11-21,11,November,Thursday,0,1,Diwali,27.5,Bellary Fort Area,Kirana Store,Perk,Wafer,10,0,10.0,11,110.0,Tourist,Festival,Cash,4
SAL01052,2024-05-25,5,May,Saturday,1,0,None,41.8,Hospet Road,Bakery,Éclairs,Toffee,1,15,0.85,7,5.95,Homemaker,Festival,UPI,2
SAL01053,2024-04-03,4,April,Wednesday,0,1,Ugadi,37.0,Navalagund Circle,Medical + General,Temptation,Milk,120,0,120.0,17,2040.0,Working Professional,Gifting,UPI,4
SAL01054,2024-12-17,12,December,Tuesday,0,1,Christmas,25.2,Santhepet,Supermarket,KitKat,Wafer,10,20,8.0,10,80.0,Working Professional,Festival,Cash,4
SAL01055,2024-12-16,12,December,Monday,0,1,Christmas,24.2,Shivaji Nagar,Supermarket,Amul Dark,Dark,55,20,44.0,19,836.0,Homemaker,Gifting,UPI,4
SAL01056,2024-03-21,3,March,Thursday,0,0,None,32.3,Jaganatha Pura,Sweet Shop,Amul Dark,Dark,99,0,99.0,14,1386.0,Homemaker,Gifting,UPI,3
SAL01057,2024-06-30,6,June,Sunday,1,0,None,36.3,Navalagund Circle,Sweet Shop,Perk,Wafer,10,0,10.0,5,50.0,Tourist,Birthday,UPI,4
SAL01058,2024-03-12,3,March,Tuesday,0,0,None,34.9,Hospet Road,Kirana Store,Munch,Wafer,5,0,5.0,2,10.0,Homemaker,Festival,UPI,5
SAL01059,2024-06-15,6,June,Saturday,1,0,None,35.2,Vijayanagar Colony,Supermarket,Munch,Wafer,20,0,20.0,3,60.0,Tourist,Birthday,UPI,3
SAL01060,2024-09-02,9,September,Monday,0,1,Ganesh Chaturthi,31.8,Shivaji Nagar,Sweet Shop,Dairy Milk,Milk,80,0,80.0,17,1360.0,Business Owner,Gifting,Cash,4
SAL01061,2024-05-21,5,May,Tuesday,0,0,None,40.2,Bellary Fort Area,Bakery,KitKat,Wafer,20,20,16.0,2,32.0,Working Professional,Office Treat,UPI,5
SAL01062,2024-03-18,3,March,Monday,0,0,None,33.4,Shivaji Nagar,Supermarket,Éclairs,Toffee,1,15,0.85,11,9.35,Business Owner,Gifting,Cash,3
SAL01063,2024-02-04,2,February,Sunday,1,0,None,30.5,Vijayanagar Colony,Petrol Bunk Shop,Milkybar,White,20,5,19.0,4,76.0,Business Owner,Office Treat,UPI,4
SAL01064,2024-06-19,6,June,Wednesday,0,0,None,33.8,Vijayanagar Colony,Bakery,Perk,Wafer,20,5,19.0,12,228.0,Student,Gifting,UPI,5
SAL01065,2024-09-27,9,September,Friday,0,1,Ganesh Chaturthi,28.2,Jaganatha Pura,Bakery,Dairy Milk,Milk,80,0,80.0,13,1040.0,Student,Self Reward,Cash,4
SAL01066,2024-02-04,2,February,Sunday,1,0,None,29.9,Shivaji Nagar,Kirana Store,Éclairs,Toffee,1,20,0.8,16,12.8,Tourist,Gifting,Cash,5
SAL01067,2024-08-08,8,August,Thursday,0,1,Friendship Day,31.3,Bellary Fort Area,Sweet Shop,5 Star,Caramel,40,5,38.0,10,380.0,Homemaker,Regular Purchase,Cash,5
SAL01068,2024-08-09,8,August,Friday,0,1,Friendship Day,31.6,Ballari Camp,Medical + General,Perk,Wafer,5,0,5.0,3,15.0,Tourist,Birthday,UPI,3
SAL01069,2024-04-24,4,April,Wednesday,0,1,Ugadi,37.3,Navalagund Circle,Medical + General,Temptation,Milk,80,20,64.0,6,384.0,Tourist,Festival,UPI,3
SAL01070,2024-04-02,4,April,Tuesday,0,1,Ugadi,35.4,Jaganatha Pura,Medical + General,Dairy Milk,Milk,20,0,20.0,6,120.0,Tourist,Festival,UPI,3
SAL01071,2024-03-24,3,March,Sunday,1,0,None,32.7,Hospet Road,Supermarket,Munch,Wafer,10,5,9.5,15,142.5,Student,Gifting,UPI,4
SAL01072,2024-08-16,8,August,Friday,0,1,Friendship Day,29.8,Kudligi Road,Supermarket,Bournville,Dark,180,0,180.0,7,1260.0,Student,Regular Purchase,UPI,2
SAL01073,2024-09-07,9,September,Saturday,1,1,Ganesh Chaturthi,31.0,Navalagund Circle,Petrol Bunk Shop,Milkybar,White,20,0,20.0,22,440.0,Working Professional,Gifting,Cash,2
SAL01074,2024-08-21,8,August,Wednesday,0,1,Friendship Day,28.1,Ballari Camp,Sweet Shop,Bournville,Dark,50,5,47.5,10,475.0,Homemaker,Festival,Card,3
SAL01075,2024-12-25,12,December,Wednesday,0,1,Christmas,23.3,Kuvempu Nagar,Sweet Shop,Temptation,Milk,80,20,64.0,5,320.0,Homemaker,Office Treat,UPI,3
SAL01076,2024-01-05,1,January,Friday,0,1,Sankranti,24.5,Santhepet,Supermarket,Temptation,Milk,80,0,80.0,11,880.0,Student,Self Reward,Cash,4
SAL01077,2024-03-21,3,March,Thursday,0,0,None,32.7,Santhepet,Medical + General,5 Star,Caramel,40,0,40.0,1,40.0,Working Professional,Festival,UPI,3
SAL01078,2024-07-25,7,July,Thursday,0,0,None,31.5,Hospet Road,Medical + General,Milkybar,White,10,0,10.0,5,50.0,Student,Festival,UPI,5
SAL01079,2024-01-24,1,January,Wednesday,0,1,Sankranti,26.2,Shivaji Nagar,Petrol Bunk Shop,Éclairs,Toffee,1,0,1.0,5,5.0,Working Professional,Regular Purchase,UPI,5
SAL01080,2024-02-27,2,February,Tuesday,0,0,None,30.9,Bellary Fort Area,Sweet Shop,Éclairs,Toffee,5,5,4.75,2,9.5,Working Professional,Self Reward,UPI,5
SAL01081,2024-05-11,5,May,Saturday,1,0,None,38.5,Kuvempu Nagar,Medical + General,Milkybar,White,40,0,40.0,5,200.0,Student,Birthday,UPI,4
SAL01082,2024-03-14,3,March,Thursday,0,0,None,31.9,Cantonment,Petrol Bunk Shop,KitKat,Wafer,50,0,50.0,4,200.0,Business Owner,Festival,UPI,3
SAL01083,2024-12-03,12,December,Tuesday,0,1,Christmas,24.2,Vijayanagar Colony,Sweet Shop,Amul Dark,Dark,99,10,89.1,8,712.8,Working Professional,Festival,Cash,5
SAL01084,2024-07-16,7,July,Tuesday,0,0,None,31.5,Kudligi Road,Supermarket,Dairy Milk,Milk,20,0,20.0,12,240.0,Student,Gifting,Cash,4
SAL01085,2024-06-25,6,June,Tuesday,0,0,None,33.8,Shivaji Nagar,Sweet Shop,Temptation,Milk,80,0,80.0,5,400.0,Business Owner,Self Reward,Card,4
SAL01086,2024-09-20,9,September,Friday,0,1,Ganesh Chaturthi,31.7,Navalagund Circle,Supermarket,Perk,Wafer,10,15,8.5,10,85.0,Business Owner,Self Reward,Card,5
SAL01087,2024-05-14,5,May,Tuesday,0,0,None,38.3,Navalagund Circle,Sweet Shop,Dairy Milk,Milk,20,10,18.0,5,90.0,Student,Gifting,Card,2
SAL01088,2024-06-26,6,June,Wednesday,0,0,None,34.2,Ballari Camp,Medical + General,KitKat,Wafer,50,0,50.0,5,250.0,Working Professional,Birthday,UPI,5
SAL01089,2024-04-11,4,April,Thursday,0,1,Ugadi,37.9,Navalagund Circle,Medical + General,Amul Dark,Dark,55,10,49.5,6,297.0,Tourist,Self Reward,UPI,4
SAL01090,2024-09-28,9,September,Saturday,1,1,Ganesh Chaturthi,28.7,Santhepet,Kirana Store,5 Star,Caramel,40,0,40.0,20,800.0,Tourist,Gifting,Cash,5
SAL01091,2024-07-24,7,July,Wednesday,0,0,None,30.2,Jaganatha Pura,Sweet Shop,Temptation,Milk,120,0,120.0,5,600.0,Homemaker,Gifting,Cash,4
SAL01092,2024-04-16,4,April,Tuesday,0,1,Ugadi,38.7,Shivaji Nagar,Medical + General,KitKat,Wafer,10,5,9.5,10,95.0,Business Owner,Gifting,UPI,4
SAL01093,2024-07-19,7,July,Friday,0,0,None,31.4,Kudligi Road,Bakery,KitKat,Wafer,10,0,10.0,8,80.0,Homemaker,Gifting,UPI,3
SAL01094,2024-05-21,5,May,Tuesday,0,0,None,41.0,Gandhi Nagar,Petrol Bunk Shop,KitKat,Wafer,50,0,50.0,3,150.0,Homemaker,Self Reward,UPI,3
SAL01095,2024-03-04,3,March,Monday,0,0,None,33.2,Shivaji Nagar,Sweet Shop,5 Star,Caramel,10,20,8.0,3,24.0,Homemaker,Festival,Card,2
SAL01096,2024-08-26,8,August,Monday,0,1,Friendship Day,29.7,Santhepet,Petrol Bunk Shop,Temptation,Milk,120,0,120.0,4,480.0,Working Professional,Self Reward,UPI,5
SAL01097,2024-08-09,8,August,Friday,0,1,Friendship Day,29.7,Kuvempu Nagar,Kirana Store,Perk,Wafer,20,15,17.0,11,187.0,Homemaker,Festival,Card,5
SAL01098,2024-02-12,2,February,Monday,0,0,None,27.1,Vijayanagar Colony,Sweet Shop,Munch,Wafer,20,0,20.0,15,300.0,Business Owner,Gifting,UPI,4
SAL01099,2024-10-16,10,October,Wednesday,0,1,Dasara,28.5,Jaganatha Pura,Petrol Bunk Shop,Bournville,Dark,50,10,45.0,12,540.0,Tourist,Regular Purchase,Cash,2
SAL01100,2024-05-02,5,May,Thursday,0,0,None,39.4,Kuvempu Nagar,Petrol Bunk Shop,Amul Dark,Dark,99,15,84.15,2,168.3,Business Owner,Office Treat,UPI,5
SAL01101,2024-10-20,10,October,Sunday,1,1,Dasara,30.5,Gandhi Nagar,Sweet Shop,Bournville,Dark,180,0,180.0,16,2880.0,Student,Gifting,UPI,5
SAL01102,2024-08-21,8,August,Wednesday,0,1,Friendship Day,31.4,Hospet Road,Bakery,Milkybar,White,20,0,20.0,11,220.0,Working Professional,Festival,UPI,4
SAL01103,2024-11-21,11,November,Thursday,0,1,Diwali,26.1,Santhepet,Supermarket,Éclairs,Toffee,10,20,8.0,13,104.0,Homemaker,Office Treat,UPI,5
SAL01104,2024-02-15,2,February,Thursday,0,0,None,28.3,Shivaji Nagar,Medical + General,Munch,Wafer,10,0,10.0,3,30.0,Homemaker,Regular Purchase,Cash,4
SAL01105,2024-04-05,4,April,Friday,0,1,Ugadi,38.0,Kudligi Road,Bakery,Temptation,Milk,120,0,120.0,9,1080.0,Homemaker,Birthday,Card,1
SAL01106,2024-04-07,4,April,Sunday,1,1,Ugadi,37.3,Jaganatha Pura,Petrol Bunk Shop,Éclairs,Toffee,5,0,5.0,7,35.0,Tourist,Self Reward,Cash,2
SAL01107,2024-11-02,11,November,Saturday,1,1,Diwali,28.7,Kuvempu Nagar,Sweet Shop,Perk,Wafer,5,0,5.0,11,55.0,Homemaker,Self Reward,Card,4
SAL01108,2024-02-12,2,February,Monday,0,0,None,28.3,Kudligi Road,Sweet Shop,Dairy Milk,Milk,20,0,20.0,8,160.0,Tourist,Gifting,UPI,3
SAL01109,2024-04-25,4,April,Thursday,0,1,Ugadi,36.8,Kudligi Road,Supermarket,Dairy Milk,Milk,40,5,38.0,10,380.0,Working Professional,Regular Purchase,Cash,4
SAL01110,2024-10-17,10,October,Thursday,0,1,Dasara,27.8,Santhepet,Medical + General,Amul Dark,Dark,99,20,79.2,11,871.2,Tourist,Birthday,Card,4
SAL01111,2024-07-05,7,July,Friday,0,0,None,32.6,Kudligi Road,Bakery,Éclairs,Toffee,5,20,4.0,5,20.0,Student,Office Treat,UPI,5
SAL01112,2024-10-23,10,October,Wednesday,0,1,Dasara,27.5,Jaganatha Pura,Petrol Bunk Shop,Temptation,Milk,120,15,102.0,10,1020.0,Student,Self Reward,Cash,5
SAL01113,2024-04-24,4,April,Wednesday,0,1,Ugadi,36.9,Shivaji Nagar,Kirana Store,Temptation,Milk,120,0,120.0,4,480.0,Business Owner,Self Reward,Cash,4
SAL01114,2024-11-28,11,November,Thursday,0,1,Diwali,25.2,Navalagund Circle,Sweet Shop,5 Star,Caramel,10,15,8.5,10,85.0,Homemaker,Regular Purchase,Cash,4
SAL01115,2024-09-08,9,September,Sunday,1,1,Ganesh Chaturthi,29.7,Santhepet,Sweet Shop,Munch,Wafer,20,0,20.0,16,320.0,Business Owner,Festival,UPI,4
SAL01116,2024-09-17,9,September,Tuesday,0,1,Ganesh Chaturthi,31.8,Santhepet,Medical + General,Amul Dark,Dark,99,10,89.1,9,801.9,Student,Self Reward,Cash,5
SAL01117,2024-02-06,2,February,Tuesday,0,0,None,29.5,Jaganatha Pura,Sweet Shop,5 Star,Caramel,40,0,40.0,10,400.0,Working Professional,Gifting,UPI,4
SAL01118,2024-06-18,6,June,Tuesday,0,0,None,33.4,Ballari Camp,Medical + General,Bournville,Dark,100,20,80.0,4,320.0,Business Owner,Office Treat,Card,3
SAL01119,2024-06-08,6,June,Saturday,1,0,None,34.4,Vijayanagar Colony,Sweet Shop,Perk,Wafer,10,0,10.0,13,130.0,Student,Gifting,Cash,4
SAL01120,2024-02-18,2,February,Sunday,1,0,None,29.1,Gandhi Nagar,Medical + General,Dairy Milk,Milk,10,0,10.0,2,20.0,Homemaker,Regular Purchase,Card,4
SAL01121,2024-01-15,1,January,Monday,0,1,Sankranti,27.2,Shivaji Nagar,Medical + General,Milkybar,White,10,0,10.0,15,150.0,Working Professional,Gifting,Cash,5
SAL01122,2024-03-20,3,March,Wednesday,0,0,None,33.4,Shivaji Nagar,Supermarket,Temptation,Milk,80,10,72.0,6,432.0,Tourist,Gifting,Cash,5
SAL01123,2024-06-08,6,June,Saturday,1,0,None,36.7,Cantonment,Bakery,5 Star,Caramel,40,10,36.0,7,252.0,Tourist,Gifting,Card,5
SAL01124,2024-12-03,12,December,Tuesday,0,1,Christmas,25.2,Ballari Camp,Sweet Shop,KitKat,Wafer,50,0,50.0,7,350.0,Tourist,Regular Purchase,UPI,5
SAL01125,2024-09-08,9,September,Sunday,1,1,Ganesh Chaturthi,28.8,Ballari Camp,Kirana Store,Milkybar,White,10,15,8.5,9,76.5,Business Owner,Office Treat,Card,5
SAL01126,2024-10-15,10,October,Tuesday,0,1,Dasara,29.3,Jaganatha Pura,Medical + General,Bournville,Dark,180,20,144.0,8,1152.0,Working Professional,Festival,UPI,3
SAL01127,2024-11-16,11,November,Saturday,1,1,Diwali,26.7,Ballari Camp,Sweet Shop,KitKat,Wafer,20,10,18.0,10,180.0,Student,Birthday,UPI,3
SAL01128,2024-05-27,5,May,Monday,0,0,None,41.1,Vijayanagar Colony,Kirana Store,Éclairs,Toffee,1,15,0.85,1,0.85,Working Professional,Regular Purchase,Card,5
SAL01129,2024-09-30,9,September,Monday,0,1,Ganesh Chaturthi,28.1,Hospet Road,Sweet Shop,Munch,Wafer,10,10,9.0,11,99.0,Tourist,Regular Purchase,Card,4
